,id,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
5815,8859,1,0,1,0,1,1
5816,8861,0,0,1,0,0,0
5819,8865,1,1,0,0,1,0
5821,8867,0,2,0,6,1,0
5822,8869,0,1,1,0,0,0
5824,8871,0,2,1,0,1,1
5826,8876,0,0,1,,1,0
5827,8877,1,1,0,3,1,0
5829,8881,0,0,1,0,1,1
5831,8884,0,0,0,0,0,0
5832,8885,0,2,1,1,1,1
5834,8889,,0,0,1,1,0
5836,8891,0,1,0,17,1,1
5837,8893,0,0,1,0,0,0
5838,8894,0,0,1,5,0,0
5840,8899,1,0,1,5,1,1
5842,8905,0,1,0,0,0,0
5843,8906,0,2,0,1,1,1
5844,8908,0,0,1,5,0,0
5845,8909,0,1,0,0,0,0
5846,8910,0,0,1,0,1,1
5847,8914,0,2,1,2,1,1
5849,8918,1,0,0,1,1,1
5850,8920,,0,1,7,1,1
5851,8921,0,0,0,1,0,1
5852,8922,0,1,0,0,1,0
5853,8923,0,0,1,2,1,0
5854,8924,0,0,1,1,1,1
5859,8933,,0,0,4,1,1
5860,8935,0,2,1,10,0,0
5862,8938,1,1,1,0,0,0
5863,8939,1,0,1,1,0,0
5865,8941,0,2,0,1,1,1
5866,8942,0,2,0,,0,1
5867,8943,1,1,1,4,1,0
5869,8945,0,2,1,0,1,0
5870,8946,0,0,1,1,0,0
5872,8949,1,0,1,3,0,0
5874,8954,0,1,0,0,0,0
5876,8957,0,2,1,1,0,1
5878,8960,0,0,1,2,1,1
5880,8962,0,0,0,0,0,0
5883,8969,0,2,1,1,1,1
5884,8970,0,1,0,0,0,1
5885,8971,0,0,1,2,1,0
5886,8972,1,0,1,1,0,1
5887,8973,,0,0,1,0,0
5888,8974,,2,1,2,1,0
5889,8976,1,0,0,0,1,0
5891,8981,0,2,0,2,0,1
5892,8983,1,1,0,0,0,0
5894,8988,0,2,1,1,1,0
5896,8991,0,0,1,15,1,1
5897,8992,0,0,0,9,1,1
5898,8995,0,1,0,7,1,0
5899,8996,0,2,1,1,1,0
5900,8997,0,1,1,1,1,0
5901,8998,1,0,0,,1,1
5903,9003,0,0,1,6,1,0
5904,9004,0,2,1,,1,0
5905,9005,1,0,0,1,0,0
5907,9010,0,0,1,1,1,0
5908,9012,0,1,0,1,0,0
5909,9013,0,1,0,1,1,0
5911,9018,0,0,1,5,0,0
5912,9020,,0,0,4,0,1
5914,9023,0,1,0,,0,0
5921,9034,0,0,1,3,0,1
5922,9038,1,0,1,1,1,0
5923,9039,0,2,1,0,1,0
5924,9040,0,0,1,3,1,0
5925,9041,0,0,0,,0,0
5926,9042,0,1,0,0,1,0
5927,9043,0,0,0,5,1,1
5928,9044,0,2,1,1,1,1
5929,9045,0,1,0,0,1,0
5930,9046,0,0,0,1,0,0
5932,9049,0,0,1,0,0,0
5933,9054,0,0,1,6,0,1
5935,9056,0,1,1,9,1,1
5936,9058,0,2,0,8,1,1
5937,9060,0,0,0,2,0,0
5938,9061,0,2,1,3,1,1
5939,9062,1,0,0,0,0,0
5940,9064,0,0,1,7,1,1
5941,9067,0,0,0,10,0,1
5942,9070,0,1,0,5,1,0
5946,9076,1,0,1,1,0,1
5947,9077,0,2,0,10,1,0
5949,9080,0,0,0,,1,1
5951,9083,0,1,1,22,1,1
5952,9085,0,0,0,2,1,0
5953,9086,0,0,1,12,1,1
5954,9087,0,1,0,2,0,1
5955,9088,0,1,0,2,1,0
5956,9089,0,0,0,2,0,0
5958,9092,0,1,0,1,1,1
5959,9093,0,2,1,1,1,0
5963,9099,1,1,1,3,0,0
5966,9106,1,0,0,2,1,1
5967,9109,0,0,0,8,1,0
5968,9110,0,1,1,3,1,1
5969,9111,0,2,1,1,1,1
5970,9112,0,0,0,,1,1
5971,9115,0,1,0,7,1,1
5973,9119,0,0,1,11,1,1
5975,9123,0,0,0,1,1,0
5976,9125,0,1,0,1,0,1
5977,9126,0,0,1,2,0,0
5979,9128,0,0,0,9,1,1
5983,9132,1,1,0,7,1,0
5984,9133,,0,0,0,1,0
5985,9136,0,0,1,,1,0
5986,9143,0,2,0,,1,0
5987,9144,0,0,1,0,1,1
5989,9146,1,2,1,0,0,0
5991,9148,0,0,0,0,1,0
5992,9150,0,2,0,2,1,1
5993,9155,0,2,0,1,1,1
5994,9156,0,2,0,5,1,1
5997,9159,0,1,0,2,1,1
5999,9161,1,1,0,,1,0
6000,9163,,0,1,12,0,1
6001,9165,0,0,1,0,1,0
6002,9166,,2,1,0,1,0
6005,9170,0,1,0,,1,0
6008,9173,0,2,0,1,1,0
6009,9174,1,2,0,0,1,1
6011,9176,0,0,0,1,1,1
6012,9178,1,0,1,3,0,1
6013,9180,0,2,1,3,1,0
6015,9182,1,0,1,11,1,1
6016,9183,1,0,0,0,0,0
6017,9185,0,1,1,,1,1
6021,9189,0,1,0,6,1,0
6022,9191,0,1,1,2,1,1
6024,9196,0,0,0,0,1,1
6027,9201,,2,1,1,1,1
6028,9202,1,1,0,17,1,0
6032,9207,0,0,1,1,0,0
6036,9212,0,1,0,6,1,0
6037,9214,,2,1,0,1,0
6038,9215,0,2,0,0,0,0
6039,9216,0,1,0,0,0,0
6040,9219,0,0,1,7,0,0
6041,9220,0,0,0,0,0,0
6042,9221,0,2,0,3,1,1
6043,9224,0,0,0,0,1,0
6044,9225,0,0,1,9,0,1
6045,9226,0,0,0,2,1,1
6046,9227,0,0,0,1,1,0
6047,9229,,2,1,,0,0
6048,9230,1,2,0,0,0,0
6049,9231,0,0,0,3,1,0
6050,9232,0,0,0,,1,1
6051,9233,1,0,1,,1,0
6052,9234,1,0,1,0,1,0
6053,9235,0,1,0,1,1,0
6056,9240,0,0,1,1,1,1
6057,9241,0,0,0,2,1,0
6058,9242,0,0,0,0,1,0
6059,9243,0,0,0,3,1,0
6060,9244,0,2,1,1,1,1
6062,9246,1,1,0,0,0,0
6063,9247,0,0,1,,1,1
6064,9248,0,1,1,25,1,0
6066,9253,0,0,0,4,1,0
6067,9254,0,0,1,3,1,0
6068,9255,0,0,0,0,1,1
6069,9256,0,0,0,15,1,1
6070,9257,0,0,1,0,1,0
6071,9258,0,1,0,0,0,0
6072,9259,0,0,0,0,1,1
6073,9260,1,1,0,4,1,0
6074,9261,0,0,1,3,1,1
6077,9266,1,0,1,0,1,0
6078,9267,1,0,0,0,0,0
6079,9268,0,0,0,1,1,1
6080,9269,,0,1,0,0,0
6081,9270,,0,1,3,0,0
6082,9271,0,1,0,1,0,0
6083,9272,1,1,0,1,1,0
6084,9273,0,2,0,4,1,1
6086,9276,,1,0,0,0,0
6087,9277,1,0,1,0,0,0
6088,9279,1,0,0,0,0,0
6089,9280,1,0,0,4,0,0
6091,9283,0,0,0,5,1,1
6092,9284,0,0,0,0,1,0
6094,9287,0,2,1,8,1,1
6095,9288,1,2,0,1,1,0
6096,9292,0,0,1,,1,0
6099,9296,1,0,1,4,1,1
6103,9300,0,2,0,2,1,1
6104,9303,0,0,1,0,0,0
6106,9307,0,1,1,22,1,1
6107,9308,1,1,0,3,1,1
6109,9310,0,1,0,5,1,0
6112,9319,,0,1,12,0,1
6113,9320,0,1,1,1,0,0
6114,9322,0,2,1,1,1,1
6115,9323,0,2,0,4,0,1
6116,9324,1,0,0,2,1,1
6118,9326,0,0,0,,0,1
6119,9327,0,2,1,1,1,1
6121,9332,0,2,1,0,1,0
6125,9337,0,0,0,1,1,0
6126,9338,1,0,1,0,0,1
6127,9339,0,0,0,1,1,1
6129,9343,0,0,1,8,0,0
6131,9346,1,0,1,0,0,0
6132,9348,0,2,0,2,1,0
6133,9350,0,0,0,4,1,0
6134,9351,0,1,1,21,1,0
6135,9352,0,2,0,4,1,0
6136,9353,0,0,0,1,1,1
6137,9354,0,2,0,,0,0
6138,9357,0,0,1,6,0,0
6139,9358,0,0,1,9,1,1
6140,9359,0,0,0,3,0,0
6142,9364,0,1,1,15,0,0
6145,9367,1,0,1,7,1,1
6146,9369,0,0,1,,0,0
6147,9370,0,1,1,10,1,1
6148,9372,,2,1,2,1,0
6152,9378,1,0,0,2,1,1
6154,9380,0,0,0,5,1,0
6155,9381,0,0,0,2,0,0
6158,9386,0,0,1,4,1,1
6159,9387,0,0,0,1,1,0
6160,9388,0,1,0,0,1,0
6161,9392,0,1,0,1,0,0
6162,9393,1,0,0,1,1,1
6163,9394,,0,0,4,1,0
6165,9398,0,2,1,3,0,1
6167,9401,0,2,0,1,0,0
6171,9407,0,0,1,20,1,0
6173,9412,1,0,1,1,0,0
6174,9413,0,0,1,16,1,1
6175,9414,0,0,0,1,0,1
6176,9415,0,1,0,7,1,0
6177,9416,0,0,1,1,1,0
6178,9417,0,0,0,2,1,1
6179,9419,0,1,1,0,1,1
6180,9420,0,0,1,2,1,0
6181,9425,1,1,0,0,1,0
6182,9428,0,1,0,7,0,0
6184,9433,1,0,1,0,0,0
6185,9434,0,0,1,2,1,0
6186,9435,0,2,0,3,1,0
6187,9436,0,0,1,11,1,1
6191,9440,0,2,1,0,1,0
6193,9442,0,0,1,1,1,1
6195,9444,1,0,0,0,1,0
6197,9448,0,1,0,0,0,0
6198,9450,1,2,1,0,1,0
6199,9451,0,0,1,,1,1
6200,9452,0,0,1,12,0,1
6201,9458,0,2,1,0,0,1
6205,9462,0,1,0,1,0,1
6207,9464,0,2,0,0,0,0
6209,9467,0,2,1,0,1,1
6211,9475,0,0,1,1,1,0
6213,9479,0,1,0,1,1,0
6214,9483,0,0,1,16,1,1
6215,9484,1,0,0,1,0,0
6217,9488,0,2,0,0,0,1
6218,9491,0,2,0,1,0,0
6219,9492,0,0,1,,0,0
6221,9494,0,0,0,,1,0
6224,9499,0,0,1,22,1,1
6225,9500,0,0,0,2,1,0
6227,9504,0,0,1,7,0,0
6228,9506,0,2,1,0,0,1
6229,9509,0,0,1,9,1,1
6231,9512,0,1,1,8,0,0
6234,9516,0,0,1,7,1,0
6235,9517,1,1,0,2,1,0
6236,9518,1,0,0,0,0,0
6237,9519,0,0,0,6,1,1
6239,9524,0,0,0,1,0,0
6240,9526,1,2,0,1,1,0
6242,9528,0,1,1,17,1,0
6243,9529,0,0,1,6,1,1
6247,9534,0,1,1,29,1,1
6251,9538,0,2,1,1,1,1
6252,9539,0,0,0,1,1,0
6253,9540,0,0,1,3,1,1
6254,9541,0,0,1,1,1,1
6255,9542,0,2,1,2,1,1
6256,9544,0,0,0,3,0,1
6258,9547,0,0,0,0,0,0
6259,9548,1,1,0,,1,0
6260,9550,0,1,1,16,1,1
6262,9553,,1,0,2,0,0
6263,9554,0,0,0,0,0,0
6265,9557,1,0,1,2,0,0
6266,9560,1,2,0,4,1,1
6267,9561,0,0,0,3,1,1
6268,9562,0,0,1,3,0,0
6269,9563,0,2,0,1,1,0
6270,9566,0,2,0,1,1,1
6271,9567,1,0,1,0,1,0
6273,9569,0,0,0,0,0,0
6274,9570,0,2,1,0,1,1
6278,9578,0,0,1,5,0,0
6279,9579,0,0,1,3,1,0
6280,9581,1,2,1,0,1,0
6281,9584,1,1,1,0,1,1
6282,9586,1,2,1,0,0,1
6283,9588,0,1,0,0,1,0
6286,9592,0,0,0,1,1,0
6287,9593,1,1,0,0,1,0
6288,9596,0,0,1,,1,1
6289,9597,0,2,0,0,0,0
6290,9600,0,0,0,10,1,1
6293,9604,0,2,1,4,1,1
6294,9606,1,0,0,3,1,1
6295,9608,1,2,0,0,1,0
6297,9612,0,0,0,1,0,1
6298,9613,0,1,0,9,1,1
6299,9616,0,0,1,6,1,0
6300,9617,0,0,1,4,1,1
6301,9618,0,0,0,,1,0
6302,9619,,1,0,18,1,1
6303,9620,,2,0,1,1,1
6304,9621,0,1,0,0,1,0
6305,9624,,0,1,0,0,0
6307,9626,0,0,1,6,1,1
6308,9627,1,0,0,1,1,1
6309,9628,1,2,1,2,1,1
6310,9629,1,2,1,,1,0
6311,9630,0,0,0,0,0,0
6312,9631,1,2,0,,0,0
6313,9632,0,1,0,1,1,0
6316,9635,1,0,0,0,1,0
6318,9640,0,0,1,27,0,1
6319,9641,0,1,0,,1,0
6320,9643,0,0,0,0,1,0
6322,9645,0,0,0,1,0,0
6324,9648,0,1,0,3,1,0
6326,9653,0,2,0,1,1,0
6327,9654,0,1,1,3,1,1
6328,9655,0,0,0,0,0,1
6331,9659,0,0,1,0,0,0
6332,9662,,1,0,3,0,0
6333,9663,1,0,1,,0,0
6334,9664,1,0,0,3,1,1
6335,9666,0,2,1,0,1,0
6336,9667,0,2,0,1,1,1
6337,9668,1,0,1,0,0,0
6338,9669,0,0,1,2,1,0
6339,9670,0,2,0,0,1,0
6341,9674,0,2,0,4,0,1
6342,9676,0,0,1,2,1,0
6343,9677,0,0,1,0,1,0
6346,9686,0,2,1,0,1,0
6349,9690,1,0,1,0,0,0
6350,9691,0,0,1,2,1,0
6352,9695,0,0,0,1,0,0
6353,9698,0,2,1,1,1,1
6355,9703,1,0,1,0,1,1
6357,9706,1,2,0,7,0,0
6359,9708,0,0,1,,1,1
6361,9710,0,0,1,8,1,1
6362,9712,0,0,1,,1,1
6363,9713,0,0,0,0,0,0
6364,9714,,2,1,,1,1
6365,9715,0,0,0,1,1,0
6366,9717,1,1,0,0,0,0
6367,9720,0,0,0,0,1,1
6368,9722,0,2,0,1,1,1
6369,9723,0,2,1,0,0,0
6370,9724,1,1,1,0,1,0
6373,9729,1,0,1,0,1,1
6374,9730,,0,0,0,0,0
6375,9731,1,2,1,1,0,0
6376,9732,,2,1,2,1,1
6377,9733,0,2,1,0,1,1
6378,9734,0,2,0,0,1,0
6380,9737,0,1,0,2,1,0
6381,9738,0,0,1,3,0,0
6382,9739,,1,1,12,1,1
6383,9740,0,2,1,2,0,1
6384,9741,0,2,1,1,1,1
6385,9743,0,0,1,1,1,0
6388,9747,0,0,1,4,1,1
6389,9748,,0,1,11,1,1
6390,9749,0,1,0,16,1,1
6391,9750,0,2,1,0,1,0
6396,9756,0,0,1,4,0,1
6397,9758,0,0,0,6,1,1
6398,9759,,1,0,0,1,0
6399,9767,0,0,0,0,0,0
6400,9771,0,0,1,4,0,0
6401,9773,0,2,1,3,1,1
6402,9774,0,1,0,0,0,1
6403,9776,0,1,0,1,1,0
6404,9777,,0,1,0,1,1
6407,9781,0,2,0,6,1,1
6408,9782,0,0,1,11,0,0
6409,9783,0,2,1,6,1,1
6411,9785,0,1,0,0,0,0
6413,9787,1,2,1,0,1,1
6415,9789,0,1,1,2,0,0
6416,9790,0,0,1,2,1,1
6417,9791,0,1,0,27,0,0
6418,9793,0,1,0,21,0,1
6421,9797,0,0,1,2,1,1
6422,9798,0,0,1,3,0,0
6423,9799,,0,0,0,1,1
6424,9800,0,0,0,1,0,0
6425,9801,0,0,1,4,0,0
6428,9805,0,0,1,2,1,1
6430,9808,0,1,0,2,1,0
6432,9810,0,0,1,,1,0
6433,9811,,0,1,,1,1
6435,9815,1,0,1,2,1,1
6437,9818,0,1,0,10,1,1
6439,9822,0,0,0,6,0,1
6440,9823,0,1,1,20,1,0
6442,9826,,0,1,3,1,1
6443,9827,0,0,0,0,1,0
6444,9830,0,1,0,0,1,0
6446,9832,0,0,0,1,0,1
6447,9833,0,1,0,0,1,0
6448,9834,,0,1,2,0,0
6450,9837,0,2,0,,1,0
6451,9838,0,1,1,0,1,0
6452,9840,1,0,0,0,0,0
6455,9844,0,1,0,2,1,1
6456,9845,0,1,1,0,0,0
6457,9846,0,0,0,1,1,1
6458,9847,1,1,1,0,1,1
6459,9851,0,1,1,,0,1
6461,9853,0,1,0,11,1,1
6462,9854,0,1,1,4,1,1
6463,9855,0,1,0,3,1,0
6464,9856,0,0,1,15,1,0
6467,9861,0,0,0,2,1,0
6470,9865,0,0,1,,0,1
6471,9867,0,0,1,6,1,0
6472,9868,0,0,1,1,0,0
6473,9869,0,1,1,12,0,0
6474,9871,0,0,0,2,1,0
6477,9877,0,2,0,1,1,1
6478,9879,0,1,1,4,0,1
6479,9880,1,1,0,0,0,0
6480,9881,,1,0,23,1,1
6481,9883,0,0,1,7,1,1
6484,9888,0,0,1,8,1,0
6485,9889,0,0,1,9,1,0
6486,9890,0,0,1,1,0,0
6489,9894,1,0,0,10,1,1
6491,9899,0,0,1,2,0,0
6493,9902,1,0,1,0,0,1
6496,9905,0,2,0,2,0,1
6497,9906,0,0,0,4,0,0
6498,9907,0,1,1,7,1,1
6499,9908,0,2,1,2,1,1
6501,9910,0,2,1,1,1,1
6503,9914,0,2,0,4,0,1
6505,9917,0,0,1,1,0,0
6506,9918,0,0,0,1,0,0
6507,9919,0,0,1,,0,0
6508,9920,1,1,0,0,0,1
6509,9921,0,0,1,1,0,0
6510,9922,1,0,1,4,1,0
6511,9923,0,0,1,4,1,1
6512,9924,0,0,0,0,1,1
6513,9926,0,0,0,11,0,1
6514,9931,0,1,1,0,0,0
6515,9933,0,0,1,14,1,1
6517,9935,0,2,1,,1,1
6519,9939,0,1,0,0,0,0
6520,9940,1,0,1,15,1,1
6523,9944,0,0,0,0,1,1
6524,9945,0,2,0,0,1,1
6525,9948,0,0,1,10,1,0
6527,9951,0,0,0,2,1,0
6528,9952,0,0,0,0,1,0
6530,9955,0,0,1,0,1,0
6531,9956,0,1,1,,1,1
6534,9963,1,2,1,2,1,0
6535,9965,0,2,0,,1,0
6536,9966,0,1,1,12,0,1
6537,9968,1,0,1,2,1,1
6538,9969,0,1,0,5,1,1
6539,9970,0,0,1,13,1,1
6540,9971,1,1,0,0,1,0
6544,9979,1,0,0,1,0,0
6545,9980,1,0,1,2,1,1
6549,9985,0,0,0,8,1,0
6550,9987,1,2,1,0,0,1
6551,9988,1,0,1,1,1,0
6552,9989,0,2,1,2,1,1
6553,9991,,2,0,0,0,0
6554,9996,1,0,0,0,1,1
6555,9997,0,2,1,0,0,0
6556,10004,0,0,1,5,0,0
6557,10006,0,2,0,0,0,1
6559,10008,0,0,0,1,1,1
6560,10009,,0,1,9,1,1
6561,10010,0,2,1,0,1,1
6562,10011,0,1,1,4,0,1
6563,10012,,2,1,2,1,1
6564,10013,0,1,1,15,1,1
6567,10018,1,2,1,0,1,0
6568,10019,0,2,1,3,1,1
6569,10020,0,0,0,0,1,0
6570,10021,0,2,0,0,1,0
6571,10022,0,0,1,6,0,1
6573,10027,1,1,1,4,1,0
6574,10028,0,1,1,3,0,0
6575,10029,0,1,0,0,1,0
6576,10032,1,0,0,5,1,1
6582,10040,1,1,1,2,0,1
6583,10042,0,0,1,6,1,1
6584,10043,1,1,0,0,1,0
6585,10044,0,0,0,0,0,1
6586,10045,0,2,1,0,0,1
6587,10046,0,2,0,0,1,1
6588,10047,0,1,0,0,1,0
6589,10048,0,0,0,8,1,1
6591,10051,0,0,0,,1,1
6592,10052,1,0,1,1,1,0
6593,10054,0,1,1,1,1,0
6596,10057,0,0,1,9,1,0
6597,10058,0,1,1,13,0,0
6598,10059,1,0,1,6,1,0
6599,10061,0,0,1,0,1,0
6600,10062,1,0,0,,1,1
6601,10064,0,1,1,0,0,0
6602,10065,0,0,0,1,0,0
6604,10068,0,2,0,,1,0
6605,10069,1,0,0,0,1,0
6607,10072,0,0,0,4,1,1
6608,10073,,0,1,2,0,0
6609,10076,,2,1,,1,0
6613,10081,0,2,1,7,0,1
6614,10083,0,0,0,0,0,0
6615,10084,0,1,0,5,1,0
6616,10086,1,0,0,3,1,1
6617,10087,0,1,0,0,1,1
6618,10088,1,0,1,1,1,0
6619,10091,,0,1,5,1,1
6620,10092,0,1,1,5,1,1
6621,10094,0,2,0,0,0,0
6622,10095,0,0,1,2,1,0
6624,10097,0,0,1,3,1,1
6625,10105,0,0,0,8,0,0
6626,10107,1,0,1,1,1,0
6628,10111,0,0,1,0,1,0
6629,10112,0,0,1,2,0,1
6632,10119,0,2,1,2,1,1
6634,10121,0,0,1,7,1,1
6635,10123,0,1,0,18,0,1
6636,10124,1,0,0,2,0,0
6638,10126,1,2,0,,0,1
6639,10127,0,1,0,5,0,0
6640,10129,0,0,1,5,1,1
6641,10130,1,1,1,1,1,0
6642,10131,0,2,1,1,1,0
6643,10132,0,0,0,2,0,1
6644,10133,0,0,0,0,0,0
6646,10136,0,0,1,,1,1
6647,10137,,0,1,0,1,0
6650,10141,0,0,1,6,1,1
6651,10142,0,0,1,2,1,0
6652,10143,0,0,1,13,0,0
6654,10148,0,0,1,11,0,1
6655,10150,,0,1,,0,1
6657,10157,1,0,1,10,1,1
6658,10158,0,2,1,0,1,1
6659,10159,0,1,0,0,1,0
6660,10161,1,0,0,0,1,0
6662,10165,0,0,1,5,1,1
6663,10166,1,1,0,,1,0
6664,10167,0,2,1,2,1,1
6665,10168,,1,0,1,0,0
6666,10169,0,0,0,0,0,1
6667,10171,0,0,1,6,1,1
6669,10174,0,0,0,0,1,1
6670,10176,,0,1,12,1,1
6671,10178,0,1,0,0,1,0
6672,10179,0,1,1,2,0,0
6673,10180,1,0,0,1,0,0
6674,10181,0,0,1,0,1,0
6676,10184,0,0,1,1,0,0
6677,10185,0,0,1,0,0,0
6678,10188,0,0,0,3,0,1
6680,10193,0,2,1,1,0,0
6681,10194,0,2,1,5,1,1
6683,10196,0,0,0,4,1,0
6689,10207,0,0,1,9,1,0
6690,10208,,0,0,4,0,0
6691,10209,0,0,0,8,1,0
6692,10210,0,0,1,0,0,0
6694,10212,,1,1,3,1,0
6696,10216,1,0,1,0,0,0
6697,10217,0,0,1,9,1,1
6698,10218,0,2,1,0,0,1
6699,10219,1,2,0,0,1,1
6701,10223,0,0,1,0,0,0
6702,10224,0,0,1,0,1,0
6705,10228,0,1,0,3,1,0
6706,10229,0,0,1,2,1,0
6707,10230,0,1,0,0,0,0
6708,10232,0,0,1,2,0,1
6709,10233,0,2,1,,1,0
6711,10235,0,2,1,1,1,0
6712,10237,0,2,0,0,1,1
6714,10241,0,0,1,10,1,1
6715,10242,0,0,0,3,0,0
6718,10250,0,0,1,7,1,0
6719,10251,0,0,0,0,1,0
6720,10252,0,2,1,0,0,0
6722,10254,0,0,1,11,1,0
6723,10256,0,0,0,4,1,0
6725,10258,0,1,0,3,1,1
6726,10259,0,1,0,0,0,0
6727,10260,0,1,0,11,1,1
6728,10261,,0,1,2,1,0
6730,10267,1,0,1,4,1,0
6731,10269,0,0,0,,1,0
6735,10273,0,0,1,2,1,0
6736,10274,0,0,1,0,0,1
6741,10281,,1,0,0,0,0
6742,10283,0,0,1,6,1,1
6744,10289,0,0,0,0,1,1
6745,10290,0,0,1,5,1,1
6746,10292,0,2,1,0,1,0
6747,10293,0,2,0,,1,0
6748,10295,0,1,1,1,1,0
6750,10298,0,0,1,3,0,1
6752,10300,0,1,0,0,0,0
6753,10301,0,2,1,1,1,1
6756,10305,0,2,1,0,1,1
6757,10306,0,1,0,2,1,1
6758,10307,0,0,1,6,1,0
6759,10309,0,1,1,7,1,1
6761,10313,,0,1,4,1,0
6762,10314,1,0,0,7,1,1
6763,10315,0,0,1,0,1,1
6765,10317,0,1,1,0,0,0
6766,10319,0,0,1,3,1,1
6768,10324,1,2,1,1,0,1
6769,10326,0,0,1,13,1,1
6770,10327,0,2,0,0,0,0
6773,10330,0,1,0,0,0,0
6776,10334,0,2,1,0,1,1
6778,10336,0,0,1,3,0,1
6780,10338,1,0,0,0,1,1
6783,10344,0,0,1,0,1,0
6785,10346,0,0,1,9,0,1
6787,10349,0,0,1,1,1,1
6792,10357,,0,0,1,1,0
6793,10359,0,0,1,2,0,0
6794,10360,0,0,0,0,1,0
6795,10361,1,0,0,1,1,0
6796,10363,0,2,1,3,1,1
6798,10367,0,0,1,4,1,1
6800,10370,1,0,0,0,1,0
6802,10372,0,0,0,,0,1
6803,10375,0,2,1,0,0,1
6804,10376,1,1,0,0,0,0
6805,10377,0,0,0,0,1,0
6806,10378,0,2,0,0,0,1
6809,10381,1,2,1,1,1,1
6811,10386,0,2,0,1,0,0
6813,10388,0,0,1,3,0,1
6814,10389,0,0,0,7,0,0
6815,10390,0,0,0,3,1,1
6817,10394,0,0,1,0,0,0
6818,10399,0,0,0,1,1,0
6819,10400,0,2,0,3,0,0
6820,10401,1,1,0,0,0,0
6821,10402,0,1,0,2,0,0
6822,10403,,0,0,5,1,1
6827,10410,1,1,0,15,1,0
6828,10411,0,1,1,16,0,0
6829,10412,0,1,0,0,1,0
6830,10413,0,1,1,1,0,0
6831,10415,0,0,1,1,1,0
6833,10417,0,1,0,0,1,0
6835,10420,0,0,0,4,1,1
6836,10422,0,0,0,2,1,1
6837,10423,0,0,0,2,1,1
6838,10424,0,1,1,2,1,0
6840,10426,0,1,0,1,1,0
6841,10427,0,1,0,1,1,0
6842,10428,0,1,0,8,0,0
6845,10431,0,0,0,3,0,0
6847,10434,0,1,0,2,0,0
6849,10437,0,0,0,,0,1
6851,10440,0,0,0,0,1,0
6853,10444,0,0,1,8,1,0
6855,10446,0,2,1,0,1,0
6856,10447,0,1,0,1,1,0
6857,10448,0,1,1,11,0,1
6858,10449,1,1,1,3,0,0
6859,10450,0,0,0,1,0,1
6860,10451,1,0,1,5,1,1
6861,10452,1,0,1,0,1,0
6862,10454,0,0,1,12,1,1
6864,10456,0,0,1,5,1,1
6867,10462,1,0,0,0,1,0
6868,10463,0,2,1,3,0,1
6869,10464,0,1,0,3,0,0
6870,10467,0,1,0,2,0,0
6873,10471,0,1,1,,1,1
6874,10476,0,0,0,1,1,0
6877,10480,0,1,1,17,1,1
6879,10483,0,2,1,,0,0
6880,10484,0,0,0,2,0,0
6881,10486,0,1,0,,0,0
6882,10487,0,1,0,12,1,1
6883,10489,1,2,0,1,0,0
6884,10490,0,0,0,0,1,1
6885,10491,0,0,0,1,0,0
6890,10498,1,1,0,1,1,0
6891,10499,1,0,0,5,1,1
6892,10500,0,0,1,15,1,1
6893,10502,0,0,0,0,1,0
6894,10505,0,2,1,0,1,0
6895,10506,0,0,1,17,1,1
6896,10507,0,0,0,1,1,0
6897,10509,0,0,1,3,1,0
6898,10510,0,0,0,1,1,0
6900,10512,0,0,1,15,1,1
6901,10513,,0,0,0,1,0
6902,10514,0,2,0,,1,0
6906,10522,1,1,0,0,0,0
6909,10525,,0,1,3,1,1
6910,10526,0,0,0,5,1,0
6913,10531,0,0,0,8,1,1
6914,10532,0,0,1,4,0,1
6915,10533,1,0,1,8,1,1
6918,10538,0,2,1,1,0,0
6919,10539,0,0,0,8,0,1
6920,10540,1,0,0,1,0,1
6921,10541,0,2,0,1,1,1
6922,10542,0,0,0,4,1,1
6923,10543,0,1,0,2,0,1
6924,10544,0,1,0,0,0,0
6926,10546,,0,0,1,0,0
6927,10547,0,1,1,3,0,1
6928,10548,0,1,0,1,1,0
6930,10550,0,0,0,0,0,0
6931,10552,1,1,0,0,0,0
6933,10554,0,2,1,0,1,1
6936,10557,0,0,1,5,0,0
6939,10560,0,0,0,1,1,1
6940,10561,0,2,1,12,0,0
6942,10567,1,0,0,3,1,0
6943,10568,0,0,0,11,1,0
6944,10570,0,1,0,0,1,0
6945,10571,0,2,0,3,1,1
6946,10572,,0,1,20,1,1
6948,10575,0,0,0,6,1,0
6949,10577,0,1,0,0,0,1
6950,10579,0,0,1,8,0,1
6951,10580,1,2,0,1,0,0
6953,10582,0,2,1,1,1,1
6954,10584,0,0,0,2,1,1
6955,10585,1,0,1,1,1,0
6958,10589,0,2,1,5,0,1
6959,10590,0,0,1,1,1,1
6960,10591,0,0,0,,1,1
6962,10595,0,0,0,,0,0
6964,10599,1,0,1,0,0,1
6965,10604,1,2,0,2,1,1
6966,10606,0,0,0,0,0,0
6967,10607,1,2,0,0,0,1
6968,10608,,0,0,,0,1
6969,10611,0,1,0,1,1,1
6971,10617,0,1,0,4,0,1
6972,10618,0,0,1,4,1,1
6973,10619,0,2,1,0,0,1
6977,10624,0,0,1,0,0,1
6978,10625,0,2,1,0,1,0
6979,10626,0,1,0,0,1,0
