,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
5198,Male,25 - 45,1,8,F,0
5199,Male,Greater than 45,0,7,F,1
5200,,25 - 45,0,0,F,0
5201,Female,25 - 45,1,1,F,0
5202,Male,Less than 25,0,,M,1
5203,Male,25 - 45,1,4,M,0
5206,Male,25 - 45,0,4,M,1
5209,Male,25 - 45,0,2,M,0
5210,Male,25 - 45,0,2,F,0
5211,,Less than 25,0,0,F,0
5213,Female,25 - 45,0,0,M,0
5214,Male,25 - 45,1,1,F,0
5217,Male,Greater than 45,0,5,M,0
5218,Female,Greater than 45,0,1,M,1
5219,Female,25 - 45,1,0,F,0
5221,Male,25 - 45,1,0,M,0
5225,Male,25 - 45,0,3,F,1
5226,Female,25 - 45,0,,F,0
5227,Male,25 - 45,1,0,M,0
5228,Male,25 - 45,1,0,M,1
5229,Male,Less than 25,0,11,F,1
5230,Male,25 - 45,0,8,F,1
5231,Male,Less than 25,1,0,M,0
5232,Male,Greater than 45,0,21,F,1
5233,Male,25 - 45,0,13,F,0
5234,Male,Less than 25,1,2,M,0
5236,Female,Less than 25,1,0,F,1
5237,Male,25 - 45,0,10,F,1
5238,,25 - 45,1,6,F,1
5239,Male,Less than 25,1,3,F,1
5240,Male,25 - 45,1,5,M,0
5241,Male,Greater than 45,0,18,F,1
5242,Female,25 - 45,0,3,F,1
5245,Female,25 - 45,1,1,F,1
5246,Male,Greater than 45,1,2,M,0
5247,Male,25 - 45,0,0,F,0
5248,Male,25 - 45,0,9,F,1
5249,Male,25 - 45,1,2,F,0
5250,Male,25 - 45,1,1,M,0
5251,,25 - 45,1,13,F,1
5252,,Less than 25,0,,M,0
5253,Male,Greater than 45,1,7,M,1
5254,Male,25 - 45,1,6,F,1
5255,Male,25 - 45,0,10,F,1
5256,Female,Greater than 45,0,0,F,0
5257,Male,Greater than 45,0,8,F,0
5258,Male,Less than 25,1,3,F,1
5259,Male,25 - 45,1,7,M,0
5260,Female,25 - 45,1,,M,1
5261,Male,25 - 45,1,1,F,1
5262,Male,Greater than 45,0,0,M,1
5263,Female,Less than 25,0,0,F,1
5265,Male,25 - 45,1,8,M,1
5266,Male,25 - 45,0,,M,0
5270,Male,25 - 45,0,1,M,0
5271,Male,25 - 45,1,0,F,0
5274,Male,Less than 25,0,6,F,1
5275,Male,25 - 45,1,13,F,1
5276,Male,Less than 25,1,2,F,0
5277,Male,25 - 45,0,2,F,0
5278,Male,25 - 45,0,0,M,0
5279,Female,25 - 45,0,1,F,0
5281,Male,Less than 25,1,2,F,1
5283,Male,25 - 45,1,1,M,0
5284,Male,Greater than 45,0,10,M,0
5285,Male,Greater than 45,0,0,F,0
5286,Male,25 - 45,0,4,F,0
5287,Male,Greater than 45,1,15,F,1
5288,,Greater than 45,0,,F,0
5290,Male,Less than 25,0,2,F,1
5291,Male,25 - 45,0,6,F,0
5292,Male,Greater than 45,0,,M,0
5293,,Less than 25,1,2,F,1
5295,Male,25 - 45,1,2,F,0
5296,,Greater than 45,0,0,M,0
5297,Male,25 - 45,0,3,F,1
5298,Male,Greater than 45,1,8,F,1
5299,Male,25 - 45,0,,F,0
5301,Male,Greater than 45,0,0,M,1
5302,,25 - 45,0,1,F,1
5303,Male,25 - 45,1,0,F,1
5305,Male,Greater than 45,0,0,M,0
5306,Male,25 - 45,0,4,F,1
5307,Male,25 - 45,1,,F,1
5308,Female,Less than 25,1,0,M,0
5309,Male,25 - 45,0,0,M,0
5310,Male,25 - 45,1,5,M,1
5313,Male,Greater than 45,1,1,F,1
5314,Female,Greater than 45,0,1,M,0
5315,Female,Less than 25,0,0,M,0
5317,Female,Greater than 45,1,1,M,0
5321,,Less than 25,0,1,F,0
5322,Male,25 - 45,0,0,F,1
5323,Male,25 - 45,1,4,M,0
5324,Male,25 - 45,1,,F,0
5325,Male,25 - 45,1,12,M,0
5326,,25 - 45,1,1,F,0
5327,Female,25 - 45,0,4,F,1
5328,Male,Less than 25,0,0,F,0
5329,,25 - 45,1,19,F,1
5331,Male,Greater than 45,1,1,F,0
5332,,Less than 25,1,1,F,0
5333,Male,25 - 45,1,1,F,1
5334,Male,25 - 45,0,0,M,1
5336,Male,Greater than 45,0,1,F,1
5338,Male,Greater than 45,1,,F,0
5340,Male,Less than 25,0,0,F,0
5341,Male,Less than 25,1,1,F,1
5344,Male,25 - 45,1,1,F,0
5346,Male,Greater than 45,0,0,M,0
5347,,25 - 45,0,3,M,0
5348,Female,25 - 45,1,2,M,0
5350,Male,Greater than 45,0,0,M,0
5351,Male,Less than 25,1,1,M,0
5352,Male,25 - 45,0,0,M,0
5353,Male,25 - 45,0,0,F,0
5354,Female,Less than 25,0,1,F,0
5355,Female,Less than 25,1,0,F,0
5358,Male,25 - 45,1,5,M,0
5359,Female,Less than 25,1,0,M,1
5360,Male,25 - 45,1,0,M,0
5361,Male,25 - 45,0,0,M,0
5362,Male,25 - 45,1,0,F,1
5363,Female,25 - 45,0,1,M,1
5365,Male,Less than 25,0,,M,1
5366,Male,Less than 25,1,1,F,0
5367,Male,Greater than 45,0,3,F,1
5368,Male,25 - 45,0,4,F,1
5369,Male,Greater than 45,1,8,M,1
5370,Male,Less than 25,1,0,M,1
5371,Male,25 - 45,0,3,M,0
5372,Male,Greater than 45,0,0,F,0
5374,Male,Less than 25,1,0,F,0
5375,Male,Less than 25,1,0,F,1
5376,Male,25 - 45,1,17,M,0
5377,Male,Greater than 45,0,8,F,1
5378,Male,Greater than 45,0,2,F,1
5379,Male,25 - 45,0,2,M,1
5381,Male,Greater than 45,1,16,F,0
5382,Male,25 - 45,0,0,F,1
5383,Male,25 - 45,0,3,M,1
5385,Female,25 - 45,1,1,F,0
5386,Male,25 - 45,0,1,F,0
5387,Male,25 - 45,0,0,F,0
5388,Female,Less than 25,1,1,F,1
5392,Female,Less than 25,0,,M,0
5395,Male,Less than 25,0,0,F,1
5396,,25 - 45,0,14,F,0
5398,Male,Greater than 45,0,0,M,0
5399,Male,25 - 45,0,3,F,1
5400,Male,Greater than 45,0,2,M,0
5403,Male,Less than 25,1,5,F,1
5406,Male,25 - 45,1,7,F,0
5407,Female,25 - 45,1,1,M,0
5409,,25 - 45,0,0,M,0
5410,Male,Less than 25,1,,F,0
5411,Male,25 - 45,0,5,M,1
5412,Female,25 - 45,0,7,F,1
5413,Male,Less than 25,1,6,F,1
5415,Male,25 - 45,1,0,M,0
5418,Male,25 - 45,1,8,M,0
5419,Male,25 - 45,1,6,F,1
5420,Male,Greater than 45,1,0,F,0
5422,,Less than 25,1,1,F,0
5423,Male,Greater than 45,0,,M,1
5424,Male,Greater than 45,1,9,F,0
5425,Male,25 - 45,1,1,F,1
5426,,25 - 45,1,,F,0
5427,Male,25 - 45,1,3,F,0
5428,Male,Greater than 45,1,3,F,1
5429,Male,25 - 45,0,5,F,0
5430,Female,25 - 45,1,11,F,1
5434,Male,25 - 45,1,8,M,0
5435,Female,25 - 45,0,3,F,0
5437,Female,25 - 45,0,2,F,1
5438,Male,25 - 45,1,10,F,1
5439,Male,25 - 45,1,8,M,1
5440,Female,Less than 25,0,3,M,1
5441,Male,25 - 45,1,8,F,0
5442,Male,25 - 45,0,1,F,0
5443,Male,Less than 25,1,12,F,1
5444,Male,Greater than 45,1,4,M,0
5445,Male,25 - 45,1,12,F,1
5446,Female,Greater than 45,0,0,M,0
5447,,25 - 45,0,2,M,0
5448,Male,25 - 45,0,0,F,0
5451,Male,Less than 25,1,1,F,0
5452,Female,25 - 45,0,6,F,0
5454,Female,Greater than 45,1,5,F,0
5455,Male,25 - 45,1,6,F,1
5456,Male,25 - 45,1,6,M,0
5457,Female,Less than 25,0,1,F,0
5458,Male,25 - 45,1,0,F,0
5460,Male,25 - 45,1,,F,0
5461,Male,Less than 25,1,,M,1
5464,Male,Greater than 45,1,4,F,0
5467,Female,Greater than 45,1,18,F,1
5468,Female,25 - 45,1,13,F,1
5470,Male,25 - 45,0,10,F,1
5471,Male,25 - 45,0,10,M,1
5472,Male,Greater than 45,0,0,F,0
5473,Male,Greater than 45,0,1,M,0
5475,Male,25 - 45,1,14,M,1
5476,Male,Greater than 45,0,1,F,0
5477,Male,Greater than 45,0,3,M,0
5478,Male,25 - 45,1,2,F,0
5479,Male,Less than 25,1,0,F,1
5480,Female,25 - 45,1,,M,1
5481,Male,25 - 45,0,9,F,1
5482,Male,25 - 45,1,2,F,0
5483,Female,25 - 45,0,1,M,1
5484,Male,Less than 25,1,0,F,1
5485,Female,Less than 25,1,0,F,0
5486,Male,Greater than 45,0,0,F,1
5487,,25 - 45,1,4,F,1
5488,Male,25 - 45,1,7,F,0
5489,Male,25 - 45,0,5,F,1
5491,Male,Less than 25,1,0,M,0
5493,Male,Greater than 45,0,5,M,0
5494,Male,Greater than 45,0,2,M,0
5495,,Greater than 45,1,,F,1
5496,Male,Greater than 45,0,8,F,1
5498,Female,25 - 45,0,3,F,1
5501,Female,25 - 45,1,3,F,0
5503,Male,Less than 25,1,0,F,0
5504,Male,25 - 45,0,4,F,0
5505,Male,25 - 45,0,0,F,0
5508,Male,25 - 45,1,7,F,1
5509,Male,25 - 45,1,,F,1
5511,Male,25 - 45,0,16,F,1
5512,Male,Less than 25,1,0,F,1
5513,,Greater than 45,0,1,F,0
5515,Male,25 - 45,0,5,F,1
5516,Male,25 - 45,0,,F,1
5517,Male,25 - 45,0,0,M,0
5520,Male,25 - 45,1,7,F,0
5521,Male,25 - 45,1,3,F,1
5522,,25 - 45,0,4,F,0
5523,Female,Less than 25,1,0,F,0
5524,Male,25 - 45,0,0,F,0
5527,Female,25 - 45,0,2,F,1
5528,Male,25 - 45,1,0,F,0
5529,Female,25 - 45,0,1,F,1
5531,Male,Greater than 45,0,0,F,0
5533,Female,25 - 45,0,7,F,1
5536,Male,25 - 45,1,0,F,1
5537,Male,Less than 25,1,1,F,0
5540,Female,25 - 45,0,12,F,1
5542,Male,25 - 45,0,6,F,0
5547,Male,25 - 45,0,3,M,1
5548,Male,25 - 45,0,,F,1
5549,Male,25 - 45,0,1,M,0
5551,Male,25 - 45,1,3,M,0
5552,Male,25 - 45,1,,F,0
5553,Male,Greater than 45,0,2,F,0
5555,Male,25 - 45,0,1,F,0
5556,Male,Less than 25,1,0,F,0
5557,Male,Less than 25,1,0,F,0
5558,Male,25 - 45,1,6,M,1
5559,Male,25 - 45,1,0,F,0
5560,Male,25 - 45,1,,F,1
5561,Male,Less than 25,1,2,F,1
5562,Male,25 - 45,1,7,F,1
5563,Female,25 - 45,0,0,M,1
5564,Female,25 - 45,0,5,F,0
5565,Male,Greater than 45,0,2,M,0
5566,Male,25 - 45,1,2,F,0
5567,Male,25 - 45,0,15,F,0
5568,,Greater than 45,1,4,F,1
5569,Male,Greater than 45,1,,F,0
5570,Female,25 - 45,1,4,F,0
5571,Male,Less than 25,0,0,M,1
5572,Male,Greater than 45,0,,M,1
5573,Female,Greater than 45,1,7,F,1
5574,Male,25 - 45,0,3,F,0
5575,,25 - 45,1,,M,0
5576,Male,25 - 45,1,7,F,1
5577,,25 - 45,0,0,M,0
5578,Male,Less than 25,0,0,F,1
5579,Male,Less than 25,1,0,F,1
5580,Male,25 - 45,1,14,F,1
5581,Male,25 - 45,1,1,M,0
5582,Male,25 - 45,0,5,F,1
5583,Male,Less than 25,1,,M,1
5585,Male,25 - 45,1,0,M,0
5586,Male,Less than 25,0,0,F,0
5588,Female,Greater than 45,0,1,M,1
5591,Male,Less than 25,1,1,F,1
5592,Male,25 - 45,1,6,F,1
5597,Female,Greater than 45,0,7,M,1
5598,Male,25 - 45,1,1,F,0
5600,Male,25 - 45,1,1,F,0
5601,Male,25 - 45,1,0,F,0
5602,Female,25 - 45,0,10,F,1
5604,Male,Less than 25,1,5,F,0
5605,Male,Less than 25,1,1,F,1
5606,Male,25 - 45,0,0,M,1
5607,Male,Less than 25,0,1,F,0
5610,Female,Greater than 45,0,1,F,0
5611,Male,25 - 45,1,17,F,1
5612,Male,25 - 45,1,0,F,1
5614,Male,25 - 45,1,10,F,1
5615,Male,Greater than 45,0,2,M,0
5617,,25 - 45,1,13,F,1
5618,Male,Less than 25,1,,F,1
5619,Male,Greater than 45,0,2,F,1
5620,Male,Greater than 45,0,0,F,1
5621,,25 - 45,1,2,M,0
5622,Female,25 - 45,0,0,M,0
5623,,25 - 45,1,1,M,0
5624,Male,Less than 25,1,0,M,1
5625,Female,Greater than 45,0,2,M,0
5626,Male,Less than 25,0,5,F,1
5628,Male,25 - 45,1,3,M,0
5630,Male,Greater than 45,1,2,M,0
5631,Male,25 - 45,0,0,F,0
5634,Male,25 - 45,0,5,F,1
5635,Male,Greater than 45,0,11,F,0
5637,Male,25 - 45,1,2,F,0
5638,Male,Less than 25,1,4,F,1
5640,Male,Greater than 45,1,,F,1
5641,Male,Less than 25,0,5,F,1
5642,Female,Less than 25,1,0,F,0
5644,Male,Less than 25,1,0,F,1
5645,Male,25 - 45,1,1,M,0
5646,Male,25 - 45,1,2,F,0
5647,Male,Greater than 45,0,3,M,0
5649,Male,Less than 25,1,6,F,1
5650,Male,25 - 45,0,2,M,0
5651,Male,25 - 45,0,4,F,0
5652,Male,25 - 45,1,3,F,0
5654,Male,25 - 45,0,0,F,0
5655,Male,25 - 45,1,1,F,0
5657,Male,Less than 25,1,0,F,0
5658,Male,25 - 45,0,11,F,1
5659,Male,25 - 45,1,0,M,0
5661,,25 - 45,1,14,F,1
5662,Male,Less than 25,0,2,F,1
5664,Male,Greater than 45,1,0,F,0
5665,Male,25 - 45,1,6,F,1
5666,Male,25 - 45,1,9,F,1
5668,Male,Greater than 45,0,1,M,0
5669,Male,Greater than 45,0,4,F,0
5670,,25 - 45,1,0,M,0
5671,Female,Less than 25,0,0,M,0
5672,Female,25 - 45,1,,F,0
5673,Male,25 - 45,0,3,F,1
5675,Male,25 - 45,1,,M,1
5676,Male,25 - 45,1,1,F,0
5678,Male,Greater than 45,0,1,F,1
5679,Female,Less than 25,1,1,M,0
5680,Male,25 - 45,0,,F,1
5681,Male,Greater than 45,1,5,M,0
5682,Male,Greater than 45,0,1,M,0
5685,Male,25 - 45,1,7,F,1
5687,Female,25 - 45,0,0,M,0
5688,Female,25 - 45,0,2,M,0
5689,Female,25 - 45,1,1,F,0
5690,Male,25 - 45,0,0,M,0
5691,Male,25 - 45,1,0,M,0
5692,Male,25 - 45,0,5,F,0
5693,Male,25 - 45,1,0,F,0
5694,Male,25 - 45,1,2,F,0
5697,Male,25 - 45,0,2,F,0
5698,Male,25 - 45,1,0,F,0
5699,Male,25 - 45,1,19,F,0
5700,Female,Less than 25,0,1,M,0
5701,Female,25 - 45,0,0,F,0
5702,,25 - 45,0,1,M,0
5703,Male,25 - 45,0,0,F,0
5704,Male,Greater than 45,0,0,F,0
5705,Male,25 - 45,0,4,F,0
5707,Male,25 - 45,1,4,F,1
5708,Male,25 - 45,0,12,M,1
5709,Female,Greater than 45,0,0,F,0
5710,Female,Less than 25,1,4,F,1
5711,Male,25 - 45,0,2,F,1
5712,Male,25 - 45,1,,M,0
5713,,25 - 45,1,12,F,0
5714,Female,25 - 45,1,1,M,0
5716,Female,25 - 45,0,1,F,0
5718,Male,25 - 45,1,0,M,0
5719,Female,25 - 45,1,0,M,0
5720,Male,Greater than 45,0,4,F,1
5724,,25 - 45,0,4,F,0
5725,Female,Less than 25,0,0,M,0
5726,,25 - 45,0,12,F,0
5727,Male,25 - 45,0,0,F,1
5728,Male,25 - 45,1,,M,0
5729,Male,25 - 45,1,1,F,0
5730,,25 - 45,1,0,M,0
5732,,Less than 25,0,2,M,0
5733,Female,25 - 45,0,0,F,1
5734,Female,25 - 45,0,0,M,1
5736,Male,Less than 25,1,2,F,1
5737,Female,25 - 45,0,1,M,0
5738,Male,25 - 45,0,3,F,0
5739,Male,25 - 45,0,5,F,1
5740,Male,Greater than 45,0,1,F,1
5743,Male,25 - 45,0,1,F,0
5744,Male,25 - 45,0,3,F,0
5746,Male,Less than 25,1,8,F,1
5747,Male,Less than 25,0,1,F,0
5748,Male,Greater than 45,0,13,M,1
5749,Female,25 - 45,1,4,F,0
5750,Female,25 - 45,1,6,F,1
5751,Male,25 - 45,0,4,M,1
5752,Male,25 - 45,0,1,F,0
5754,Male,25 - 45,1,8,M,1
5759,Male,25 - 45,0,3,M,0
5760,Male,25 - 45,1,7,F,0
5761,Male,25 - 45,0,7,F,1
5762,Male,Less than 25,0,1,F,0
5763,Female,Greater than 45,0,0,M,0
5764,Male,25 - 45,0,5,M,1
5765,Male,Greater than 45,1,11,F,1
5767,Male,25 - 45,1,1,M,0
5768,Female,25 - 45,0,3,F,1
5769,,Less than 25,0,,M,0
5771,Female,25 - 45,0,0,M,0
5772,Female,25 - 45,0,0,F,1
5773,Female,25 - 45,0,1,F,0
5774,Male,25 - 45,1,0,F,0
5776,Male,Less than 25,1,2,F,1
5777,Female,25 - 45,0,,M,1
5780,,Greater than 45,1,3,F,0
5786,Male,25 - 45,0,0,F,0
5789,Male,Less than 25,1,2,M,1
5794,Male,Greater than 45,0,1,F,0
5795,Male,Less than 25,1,1,F,1
5797,Male,Less than 25,1,2,F,1
5798,Male,25 - 45,1,,F,1
5800,Female,25 - 45,0,0,M,0
5801,Male,25 - 45,1,0,F,1
5802,Male,Greater than 45,0,1,F,0
5803,Male,25 - 45,1,9,M,1
5808,Male,Less than 25,1,1,F,0
5809,Female,Less than 25,1,3,M,1
5810,Male,25 - 45,1,4,F,0
5811,Male,Greater than 45,0,12,F,1
5813,Male,25 - 45,0,0,M,0
5815,Female,25 - 45,1,0,F,1
5816,,25 - 45,1,0,M,0
5819,Female,Greater than 45,0,0,F,0
5821,Male,Less than 25,0,6,F,0
5822,Male,Greater than 45,1,0,M,0
5825,Male,25 - 45,1,16,F,1
5826,Male,25 - 45,1,7,F,0
5827,,Greater than 45,0,3,F,0
5829,Male,25 - 45,1,0,F,1
5830,Male,Less than 25,1,2,M,1
5831,Male,25 - 45,0,0,M,0
5832,Male,Less than 25,1,1,F,1
5834,,25 - 45,0,1,F,0
5835,Male,25 - 45,1,0,F,0
5836,Male,Greater than 45,0,17,F,1
5837,Male,25 - 45,1,0,M,0
5839,Male,25 - 45,1,0,F,0
5840,Female,25 - 45,1,5,F,1
5842,Male,Greater than 45,0,0,M,0
5843,Male,Less than 25,0,1,F,1
5844,Male,25 - 45,1,5,M,0
5845,,Greater than 45,0,0,M,0
5846,Male,25 - 45,1,0,F,1
5849,Female,25 - 45,0,,F,1
5850,,25 - 45,1,7,F,1
5851,Male,25 - 45,0,1,M,1
5852,Male,Greater than 45,0,0,F,0
5853,Male,25 - 45,1,,F,0
5856,Male,Less than 25,1,,M,1
5859,Male,25 - 45,0,4,F,1
5860,Male,Less than 25,1,,M,0
5863,Female,25 - 45,1,1,M,0
5865,Male,Less than 25,0,1,F,1
5866,Male,Less than 25,0,,M,1
5868,Male,25 - 45,1,,F,0
5872,Female,25 - 45,1,3,M,0
5874,Male,Greater than 45,0,0,M,0
5876,Male,Less than 25,1,1,M,1
5878,Male,25 - 45,1,2,F,1
5880,Male,25 - 45,0,0,M,0
5881,Male,25 - 45,1,17,M,1
5883,,Less than 25,1,1,F,1
5884,Male,Greater than 45,0,,M,1
5885,Male,25 - 45,1,2,F,0
5886,Female,25 - 45,1,1,M,1
5887,Female,25 - 45,0,1,M,0
5888,Male,Less than 25,1,2,F,0
5889,Female,25 - 45,0,,F,0
5891,Male,Less than 25,0,2,M,1
5892,,Greater than 45,0,0,M,0
5895,Male,Less than 25,1,1,M,1
5896,Male,25 - 45,1,15,F,1
5897,Male,25 - 45,0,9,F,1
5898,Male,Greater than 45,0,7,F,0
5899,Male,Less than 25,1,1,F,0
5901,Female,25 - 45,0,0,F,1
5902,Male,Less than 25,1,0,F,1
5904,Male,Less than 25,1,0,F,0
5905,Female,25 - 45,0,1,M,0
5907,Male,25 - 45,1,1,F,0
5908,Male,Greater than 45,0,1,M,0
5909,Male,Greater than 45,0,1,F,0
5911,Male,25 - 45,1,5,M,0
5912,,25 - 45,0,,M,1
5914,Male,Greater than 45,0,1,M,0
5915,Female,25 - 45,1,0,M,1
5916,,25 - 45,1,2,M,0
5919,Male,25 - 45,1,0,M,0
5922,Female,25 - 45,1,1,F,0
5923,Male,Less than 25,1,0,F,0
5924,Male,25 - 45,1,3,F,0
5925,Male,25 - 45,0,0,M,0
5926,Male,Greater than 45,0,0,F,0
5927,Male,25 - 45,0,5,F,1
5929,Male,Greater than 45,0,0,F,0
5930,Male,25 - 45,0,1,M,0
5933,Male,25 - 45,1,6,M,1
5935,Male,Greater than 45,1,9,F,1
5936,Male,Less than 25,0,8,F,1
5937,Male,25 - 45,0,2,M,0
5938,Male,Less than 25,1,3,F,1
5939,Female,25 - 45,0,0,M,0
5941,Male,25 - 45,0,10,M,1
5942,Male,Greater than 45,0,5,F,0
5943,Male,25 - 45,1,4,M,1
5944,Male,25 - 45,1,1,F,0
5946,Female,25 - 45,1,,M,1
5947,Male,Less than 25,0,10,F,0
5949,Male,25 - 45,0,2,F,1
5952,Male,25 - 45,0,2,F,0
5953,Male,25 - 45,1,12,F,1
5954,Male,Greater than 45,0,2,M,1
5955,Male,Greater than 45,0,,F,0
5956,,25 - 45,0,2,M,0
5958,Male,Greater than 45,0,1,F,1
5959,Male,Less than 25,1,1,F,0
5961,Male,25 - 45,1,5,F,0
5962,Male,Less than 25,1,,F,1
5965,,25 - 45,1,6,F,0
5966,,25 - 45,0,2,F,1
5967,Male,25 - 45,0,,F,0
5968,Male,Greater than 45,1,,F,1
5969,Male,Less than 25,1,1,F,1
5970,Male,25 - 45,0,11,F,1
5971,Male,Greater than 45,0,7,F,1
5974,Male,Less than 25,1,1,F,0
5975,Male,25 - 45,0,1,F,0
5976,Male,Greater than 45,0,1,M,1
5977,Male,25 - 45,1,2,M,0
5979,Male,25 - 45,0,9,F,1
5983,Female,Greater than 45,0,7,F,0
5984,Female,25 - 45,0,0,F,0
5985,Male,25 - 45,1,5,F,0
5986,Male,Less than 25,0,0,F,0
5987,Male,25 - 45,1,0,F,1
5988,Male,Less than 25,1,1,M,1
5989,Female,Less than 25,1,0,M,0
5991,Male,25 - 45,0,0,F,0
5992,Male,Less than 25,0,2,F,1
5993,Male,Less than 25,0,1,F,1
5994,Male,Less than 25,0,5,F,1
5995,,25 - 45,1,,F,1
5997,Male,Greater than 45,0,2,F,1
5999,,Greater than 45,0,1,F,0
6000,Male,25 - 45,1,12,M,1
6002,Male,Less than 25,1,0,F,0
6003,Male,25 - 45,1,0,F,0
6005,Male,Greater than 45,0,1,F,0
6008,Male,Less than 25,0,1,F,0
6009,Female,Less than 25,0,0,F,1
6011,Male,25 - 45,0,1,F,1
6012,Female,25 - 45,1,,M,1
6015,Female,25 - 45,1,11,F,1
6016,Female,25 - 45,0,0,M,0
6018,,25 - 45,1,9,M,0
6021,Male,Greater than 45,0,6,F,0
6022,Male,Greater than 45,1,2,F,1
6024,Male,25 - 45,0,0,F,1
6028,Female,Greater than 45,0,17,F,0
6032,Male,25 - 45,1,1,M,0
6034,Male,25 - 45,1,2,F,1
6036,Male,Greater than 45,0,6,F,0
6038,Male,Less than 25,0,0,M,0
6039,Male,Greater than 45,0,0,M,0
6041,Male,25 - 45,0,0,M,0
6042,Male,Less than 25,0,3,F,1
6043,Male,25 - 45,0,0,F,0
6044,Male,25 - 45,1,9,M,1
6045,,25 - 45,0,,F,1
6046,,25 - 45,0,1,F,0
6048,Female,Less than 25,0,0,M,0
6049,Male,25 - 45,0,3,F,0
6050,Male,25 - 45,0,3,F,1
6051,Female,25 - 45,1,0,F,0
6052,,25 - 45,1,,F,0
6053,Male,Greater than 45,0,1,F,0
6054,Female,25 - 45,1,0,F,0
6055,Male,Less than 25,1,1,F,1
6056,,25 - 45,1,1,F,1
6057,Male,25 - 45,0,2,F,0
6058,,25 - 45,0,0,F,0
6059,Male,25 - 45,0,3,F,0
6060,,Less than 25,1,1,F,1
6061,Male,25 - 45,1,2,M,0
6062,Female,Greater than 45,0,0,M,0
6063,Male,25 - 45,1,1,F,1
6064,Male,Greater than 45,1,25,F,0
6066,Male,25 - 45,0,4,F,0
6067,Male,25 - 45,1,,F,0
6068,Male,25 - 45,0,0,F,1
6069,Male,25 - 45,0,15,F,1
6070,Male,25 - 45,1,0,F,0
6071,,Greater than 45,0,0,M,0
6072,Male,25 - 45,0,0,F,1
6073,Female,Greater than 45,0,4,F,0
6074,Male,25 - 45,1,,F,1
6077,Female,25 - 45,1,0,F,0
6078,Female,25 - 45,0,0,M,0
6079,Male,25 - 45,0,1,F,1
6080,Female,25 - 45,1,0,M,0
6081,Male,25 - 45,1,3,M,0
6082,Male,Greater than 45,0,1,M,0
6083,Female,Greater than 45,0,1,F,0
6084,Male,Less than 25,0,4,F,1
6085,Male,25 - 45,1,0,F,0
6086,Male,Greater than 45,0,0,M,0
6087,Female,25 - 45,1,0,M,0
6088,Female,25 - 45,0,0,M,0
6089,Female,25 - 45,0,4,M,0
6090,Female,Less than 25,1,0,F,0
6091,Male,25 - 45,0,5,F,1
6092,Male,25 - 45,0,0,F,0
6093,Male,Greater than 45,1,3,F,0
6094,Male,Less than 25,1,8,F,1
6095,Female,Less than 25,0,1,F,0
6097,Male,25 - 45,1,10,F,1
6099,Female,25 - 45,1,4,F,1
6100,Male,Greater than 45,1,2,M,0
6103,Male,Less than 25,0,,F,1
6105,Male,Less than 25,1,0,M,1
6106,Male,Greater than 45,1,22,F,1
6107,Female,Greater than 45,0,3,F,1
6109,Male,Greater than 45,0,5,F,0
6111,Male,25 - 45,1,10,F,1
6112,Male,25 - 45,1,12,M,1
6114,Male,Less than 25,1,1,F,1
6115,Male,Less than 25,0,4,M,1
6116,Female,25 - 45,0,2,F,1
6118,Male,25 - 45,0,3,M,1
6121,Male,Less than 25,1,0,F,0
6125,Male,25 - 45,0,1,F,0
6126,Female,25 - 45,1,0,M,1
6127,Male,25 - 45,0,1,F,1
6129,Male,25 - 45,1,8,M,0
6130,Male,Greater than 45,1,5,F,1
6131,Female,25 - 45,1,0,M,0
6132,Male,Less than 25,0,2,F,0
6133,Male,25 - 45,0,4,F,0
6134,Male,Greater than 45,1,21,F,0
6135,Male,Less than 25,0,4,F,0
6136,Male,25 - 45,0,1,F,1
6137,Male,Less than 25,0,0,M,0
6138,Male,25 - 45,1,6,M,0
6139,Male,25 - 45,1,9,F,1
6140,Male,25 - 45,0,3,M,0
6141,Male,25 - 45,1,3,F,1
6142,Male,Greater than 45,1,15,M,0
6145,Female,25 - 45,1,7,F,1
6149,Female,25 - 45,1,5,F,1
6152,Female,25 - 45,0,2,F,1
6154,Male,25 - 45,0,5,F,0
6155,Male,25 - 45,0,2,M,0
6156,Male,Greater than 45,1,10,F,0
6158,Male,25 - 45,1,4,F,1
6159,Male,25 - 45,0,1,F,0
6160,Male,Greater than 45,0,0,F,0
6161,Male,Greater than 45,0,1,M,0
6162,Female,25 - 45,0,1,F,1
6163,Male,25 - 45,0,4,F,0
6165,Male,Less than 25,1,3,M,1
6167,Male,Less than 25,0,1,M,0
6170,Female,25 - 45,1,7,F,1
6171,,25 - 45,1,20,F,0
6173,Female,25 - 45,1,1,M,0
6174,Male,25 - 45,1,16,F,1
6175,Male,25 - 45,0,1,M,1
6176,Male,Greater than 45,0,7,F,0
6177,Male,25 - 45,1,1,F,0
6178,Male,25 - 45,0,2,F,1
6179,Male,Greater than 45,1,0,F,1
6181,Female,Greater than 45,0,,F,0
6182,Male,Greater than 45,0,7,M,0
6185,Male,25 - 45,1,2,F,0
6186,,Less than 25,0,3,F,0
6190,Male,25 - 45,1,2,F,1
6192,Male,25 - 45,1,5,M,1
6193,,25 - 45,1,1,F,1
6194,Male,25 - 45,1,17,F,1
6195,Female,25 - 45,0,0,F,0
